Name,Release Date,Fingerprint Scanner,Page
"DELL Laptop Latitude 5430 Intel Core i7-1265U 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14.0"" Touchscreen Windows 10 Pro (Windows 11 Pro License Included) M3N97",Unknown,False,6
"Dell Newest Inspiron 14"" FHD+ 2-in-1 Touchscreen Business Laptop, Intel 5-120U, 24GB DDR5, 1TB SSD, Wi-Fi, Bluetooth, HDMI, Windows 11 Pro",Unknown,False,6
"acer Aspire 15.6"" Full HD Laptop | AMD Ryzen 7 5700UBeat i7-1255U| AMD Radeon Graphics | Wi-Fi | Bluetooth | 32GB RAM | 1024GB SSD | Windows 11 Home | Bundle with Laptop Stand",Unknown,False,6
"HP 15 Laptop Computer, 15.6"" HD Touchscreen Display, Intel Core i3-1115G4 Processor, 16GB RAM, 1TB SSD, Bluetooth, Numeric Keypad, SD Card Reader, Windows 11 Pro, Silver",Unknown,False,6
"HP Pavilion X360 14"" Full HD IPS LED Touchscreen 2-in-1 Laptop,10th Gen Intel Core i5-1035G1,32GB DDR4,256GB SSD,Intel UHD Graphics 620,Wifi-AC,BlueTooth 5.0,Finger Print Reader,Windows 10 Pro",Unknown,False,6
"Lenovo V15 Gen 4 15.6"" FHD Business Laptop, Intel i5-13420H, 16GB RAM, 672GB Storage (512GB SSD+288GB Docking Station Set), Intel UHD Graphics, Webcam, Num Pad, Wi-Fi 5, Bluetooth, Win 11 Pro, Black",Unknown,False,6
"HP 2023 Newest 17 Laptop, 17.3"" FHD Display (1920 x 1080), AMD Ryzen 7 7730U Processor (Beats i7-1260P), 64GB RAM, 1TB PCIe SSD, Backlit Keyboard, Wi-Fi 6, Webcam, HDMI, Windows 11 Home, Silver",Unknown,False,6
"Lenovo IdeaPad 5 2-in-1 Laptop, 16"" IPS  Glass,  AMD Radeon 780M, 16GB, 1TB SSD",Unknown,False,6
"14 Inch Laptop Computer, Notebook PC, HUNSN LM01, Intel N100, Windows 11 Pro or Linux Ubuntu, AC WiFi, BT, 2 x USB3.0, HDMI, Type-C, TF Card Reader, 12GB RAM 240GB SSD",Unknown,False,6
"HP Pavilion x360 2-in-1 14 laptop, Intel Core 4-Cores i5-1135G7(Beats i7-1065G7), Intel Iris Xe Graphics, 32GB DDR4  1TB PCIe SSD, 14"" FHD Touchscreen, WiFi, Bluetooth, HDMI, Webcam, Windows 11 Pro",Unknown,False,6
"HP Dragonfly Pro One 14"" TS Laptop R7 7736U 16GB 512GB SSD W11H Black 889T2AA",Unknown,False,6
"HP Essential Laptop, 15.6"" FHD Display, Intel Core i3-1215U, 12GB RAM, 256GB PCIe SSD, Fingerprint Reader, Webcam, Type-C, HDMI, SD Card Reader, Wi-Fi, Windows 11 Home, Silver",Unknown,True,6
"ASUS Zenbook 14 Laptop, 14 WUXGA OLED Touchscreen Display, 14-Cores Ultra 5-125H (Up to 4.50 GHz), 8GB RAM, 512GB PCIe 4.0, Backlit KB, WiFi 6E, Long Battery Life, USB-C, Mytrix HDMI, Win 11 Pro",Unknown,False,6
"HP 17.3"" HD+ (1600 x 900) Laptop | AMD Ryzen 3 7320U (Beat i5-1035G1) | 8GB RAM DDR5 | 256GB SSD | Integrated AMD Radeon Graphics | Windows 11 Home | Bundle with 64GB USB Flash Drive",Unknown,False,6
"Dell Inspiron Home & Business Laptop Carbon Black (Intel i5-1135G7 4-Core, 16GB RAM, 256GB PCIe SSD, 15.6"" Full HD (1920x1080), Intel Iris Xe, Wifi, Bluetooth, Webcam, 1xHDMI, SD Card, Win 10 Pro)",Unknown,False,6
"Dell Inspiron 15 3511 laptop, 11th Gen Intel Core i3-1115G4 2-Cores Processor, Intel UHD Graphics, 8GB DDR4  1TB PCIe SSD,15.6"" FHD LED Display, WiFi, USB, Bluetooth, HDMI, Webcam, Windows 10 Pro",Unknown,False,6
"Lenovo ThinkPad E16 Gen 1 Laptop,16"" FHD Touch with Fingerprint Reader,Intel Core i5-1335U(up to 4.60 GHz),WiFi 6 and Bluetooth 5.1,Backlit Keyboard,24 GB RAM,512 GB SSD,Windows 11 Pro,Black",Unknown,True,6
"Dell - Inspiron 3511 15.6"" Touch Laptop - Intel Core i5 - 8GB Memory - 256GB Solid State Drive - Black Notebook i3511-5174BLK-PUS",Unknown,False,6
"Dell 15.6"" FHD Laptop | AMD Ryzen 7 3700U Mobile Processorr | Radeon Vega 10 Graphics | 32GB RAM | 1TB SSD+2TB HDD | Windows 10 Home | Snowflake",Unknown,False,6
"Lenovo ThinkPad E16 Gen 1 21JN0040US 16"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 512 GB SSD - Graphite Black",Unknown,False,6
"HP 15.6"" Full HD Business Laptop Intel core i3-1115G4 16GB RAM 256GB SSD Intel UHD Graphics Finger Printreader Webcam Wi-Fi Bluetooth 4.2 USB Type-C HDMI Windows 11 Pro Silver",Unknown,False,6
"13th Generation Dell Inspiron 15 3530 Laptop, 15.6"" FHD Touchscreen, Intel Core i7-1355U, 32GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Black",Unknown,False,6
"HP 17 Laptop, 11th Gen Intel Core i5-1135G7, 32GB DDR4  512GB PCIe SSD, 17.3-inch HD Anti-Glare Display, Long Battery Life, Wi-Fi , Bluetooth, 720p HD Webcam Camera, Win11 Pro",Unknown,False,6
"ASUS Vivobook 16 PC Laptop, Intel Core i7-1255U, 16GB, 512GB, Win 11 Home, Black, F1605ZA-WS74",Unknown,False,6
"HP 15.6"" FHD IPS Laptop, Intel Core i3-1215U, 32GB RAM, 1TB PCIe SSD, Intel UHD Graphics, HD Webcam, Numpad, Wi-Fi 6, Bluetooth, Black, Win 11 Pro, 32GB Hotface USB Card",Unknown,False,6
Dell Inspiron 15.6 FHD Touch Laptop | AMD R5-7530U Processor | 16GB RAM | 512GB SSD | AMD Radeon Graphics | Windows 11 Home | Carbon Black,Unknown,False,6
"Lenovo IdeaPad 3 Laptop, 15.6"" HD Touch Display, Intel Core i3-1115G4 Upto 4.1GHz, 8GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro/Lone Star Mouspad",Unknown,False,6
MSI Laptop Commercial 14 H Intel Core i5-13420H 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 14'' Windows 11 Pro 64-bit A13MG-002US,Unknown,False,6
"Dell Inspiron 15.6 FHD Touch laptop,AMD Ryzen 7 7730U Processor,WiFi 5 and Bluetooth 5,Backlit Keyboard,64 GB RAM|2 TB SSD,Windows 11 Pro,Silver",Unknown,False,6
"HP Victus 15.6""  Gaming Laptop, Intel i5-12450H, GeForce RTX 3050, 16 GB RAM, 512 GB SSD, Backlit Keyboard, Windows 11 Pro",Unknown,False,6
"2023 HP 15.6"" FHD Premium Laptop, 12th Gen Intel 6-Core i3-1215U upto 4.4GHz, 16GB RAM, 256GB PCIe SSD, Intel UHD Graphics, Fingerprint Reader, Windows 11 Home, Silver",Unknown,True,6
"Lenovo IdeaPad Flex 5 16"" 2-in-1 Touchscreen Laptop | Intel Core i7-1255U Processor | Intel Iris Xe Graphics | 16GB RAM | 512GB SSD | Backlit Keyboard | Fingerprint | Windows 11 Home",Unknown,True,6
"Dell Inspiron 16""  Business Laptop, AMD Ryzen 7-8840U, 16GB DDR5, 1TB SSD, Backlit Keyboard, Wi-Fi 6E, Windows 11 Pro",Unknown,False,6
"HP 2023 high-cost performance Laptop,17t-cn200,17.3""HD+ Touchscreen Display,Intel i7-1255U Processor,Iris Xe Graphics,Long Battery Life,Wi-Fi5,Bluetooth5,Windows 11Pro (32GB RAM | 512GB PCIe SSD)",Unknown,False,6
"Dell Latitude 3520 Laptop 15.6"" Full HD (1920 x 1080) Intel core i5-1135G7 16GB DDR4 3200 MHz RAM 512GB PCIe M.2 NVMe SSD  Bluetooth 5.1; Windows 10 Pro (Free upgrade to Windows 11 Pro) Black",Unknown,False,6
"HP Flagship 17.3"" FHD + IPS Business Laptop (12th Gen Intel Core i3-1215U, 16GB RAM, 512GB PCIe SSD, Intel UHD, AC WiFi, Bluetooth 5.1, Webcam, Win 11 Pro)",Unknown,False,6
"Lenovo IdeaPad 3 17.3"" HD+ Laptop, 11th Gen Intel Core i7-1165G7 Processor, 36GB DDR4 RAM,1TB SSD, Intel UHD Graphics, Wifi-AX, Bluetooth,HDMI,USB, Windows 11 Pro",Unknown,False,6
"HP EliteBook 840 G8 Laptop Intel Core i5-1145G7 2.60GHz 16GB Memory 256 GB SSD 14"" FHD Webcam Windows 10 Pro",Unknown,False,6
"HP Victus Gaming Laptop, 15.6"" FHD IPS 144Hz Display, Ryzen 5-8645HS (Up to 5.0GHz), GeForce RTX 4050, 32GB DDR5, 1TB PCIe 4.0, WiFi 6, Backlit KB, USB-C, BT, HDMI, RJ45, MTX RGB Mouse Pad, Win 11 Pro",Unknown,False,6
"2022 HP Envy X360 2-in-1 15.6"" FHD IPS Touch-Screen Laptop | AMD Ryzen 5 5625U (Beat i7-1165G7) | 32GB RAM | 1TB SSD | Backlit Keyboard | Windows 11 Home | Bundle with Wireless Mouse",Unknown,False,6
"Open Box ASUS ROG Strix G16 (2023) Gaming Laptop, 16"" 16:10 FHD 165Hz, GeForce RTX 4050, Intel Core i5-13450HX, 16GB DDR5, 1TB PCIe SSD, Wi-Fi 6E, Windows 11, G614JU-NS54",Unknown,False,6
"Lenovo Yoga C740 2-in-1 15.6"" Touch Screen Laptop - Intel Core i5 - 8GB Memory - 512GB SSD + 32GB Optane H10 - Iron Grey 81TD0078US Tablet Notebook",Unknown,False,6
"HP 14-ep0145cl 14"" FHD IPS Laptop Intel Core i7-1355U 1.7 GHz up to 5.0 GHz Intel Iris Xe Graphics 12GB DDR4-3200 RAM 1TB NVMe M.2 SSD Windows 11 Home - 7G878UA",Unknown,False,6
"HP Probook 450 G10 Home & Business Laptop (Intel i5-1334U 10-Core, 16GB RAM, 512GB SSD, Intel Iris Xe, 15.6"" 60 Hz 1920x1280, Wifi, Bluetooth, Backlit KB, Webcam, Pike Silver Aluminum, Win 11 Pro)",Unknown,False,6
"Dell Inspiron 3511 Laptop, 15.6"" FHD Touch Display, Intel Core i5-1135G7 Upto 4.20GHz, 16GB RAM, 1TB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home S",Unknown,False,6
"HP Flagship 15.6"" Touchscreen Laptop, 12th Intel 6-Core i3-1215U(Beats i5-1135G7), HD(1366 x 768) Display, 32GB RAM 1TB SSD, Intel UHD Graphics, Bluetooth, Window 11 Home 32GB/1TB",Unknown,False,6
"HP 250 G9 Laptop, 15.6"" FHD Display, Intel Core i3-1315U Upto 4.5GHz, 16GB RAM, 512GB SSD, Windows 11 Pro",Unknown,False,6
"HP 15t-fd000 School & Business Laptop (Intel i5-1334U 10-Core, 15.6"" 60 Hz Touch Full HD (1920x1080), Intel UHD, 8GB RAM, 256GB SSD, Win 11 Home) with Microsoft 365 Personal , Dockztorm Hub",Unknown,False,6
"HP - Pavilion - 2-in-1 14"" FHD Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Space Blue Tablet Notebook 14-ek0013dx",Unknown,False,6
"2023 Dell Inspiron 15 3520 15.6"" FHD Touchscreen Premium Business Laptop, 11th Gen Intel 4-Core i5-1155G7 upto 4.5GHz, 32GB RAM, 1TB PCIe SSD, Intel UHD Graphics, Windows 11 Pro, Black",Unknown,False,6
"2023 Dell Inspiron 15 3520 15.6"" FHD Touchscreen Premium Business Laptop, 11th Gen Intel 4-Core i5-1155G7 upto 4.5GHz, 32GB RAM, 1TB PCIe SSD, Intel UHD Graphics, Windows 11 Pro, Black",Unknown,False,7
"HP 15t-fd000 School & Business Laptop (Intel i5-1334U 10-Core, 15.6"" 60 Hz Touch Full HD (1920x1080), Intel UHD, 8GB RAM, 256GB SSD, Win 11 Home) with Microsoft 365 Personal , Dockztorm Hub",Unknown,False,7
"HP 2023 Newest 17 Laptop, 17.3"" HD+ Touchscreen Display, AMD Ryzen 5 7530U Processor (Beats i7-1165G7), 12GB RAM, 256GB SSD, Wi-Fi 6, Backlit KB, Webcam, HDMI, Windows 11 Home, Silver",Unknown,False,7
"HP 250 G9 Laptop, 15.6"" FHD Display, Intel Core i3-1315U Upto 4.5GHz, 16GB RAM, 512GB SSD, Windows 11 Pro",Unknown,False,7
"ASUS Vivobook 15 Laptop, 15.6"" FHD (1920 x 1080) Display, Intel Core i3-1215U 6 cores Processor, Intel UHD Graphics, 16GB DDR4  512GB PCIe SSD, Wi-Fi 5, Bluetooth, Windows 11 Pro",Unknown,False,7
"HP - Pavilion - 2-in-1 14"" FHD Laptop - Intel Core i3 - 8GB Memory - 256GB SSD - Space Blue Tablet Notebook 14-ek0013dx",Unknown,False,7
"Lenovo IdeaPad 3 17.3"" HD+ Laptop, 11th Gen Intel Core i7-1165G7 Processor, 20GB DDR4 RAM, 512GB SSD, Intel UHD Graphics, Wifi-AX, Bluetooth,HDMI,USB, Windows 11 Pro",Unknown,False,7
"Dell Inspiron Laptop, 15.6"" FHD Display, AMD Ryzen 7 5825U(Beats i7-1165G7 Octa-Core) Processor, 64GB DDR4 RAM, 2TB SSD, AMD Radeon Graphics, Wi-Fi, Webcam, HDMI, Windows 11 Home, Carbon Black",Unknown,False,7
"Dell Inspiron 3530 15.6"" Full HD LED TouchScreen Laptop,13th Gen Intel Core i7-1355U 10-Core Processor,32GB DDR4 RAM,512GB SSD, Intel Iris Xe Graphics,Wifi-AX,Bluetooth,Windows 11 Pro",Unknown,False,7
"Lenovo IdeaPad 3i Laptop, 15.6"" FHD Touch Display, Intel Core i3-1115G4 Upto 4.1GHz, 20GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Home S",Unknown,False,7
"HP 15 Laptop, 15.6"" HD Touch Display, Intel Core i3-1215U Upto 4.4GHz, 8GB RAM, 128GB SSD, Backlit keys, Windows 11 Home (9P714UA#ABA)",Unknown,False,7
"Lenovo ThinkPad E16 Gen 1 Laptop,16"" FHD Touch with Fingerprint Reader,Intel Core i5-1335U(up to 4.60 GHz),WiFi 6 and Bluetooth 5.1,Backlit Keyboard,8 GB RAM|512 GB SSD,Windows 11 Pro,Black",Unknown,True,7
"HP Pavilion Plus 14"" OLED 2.8k (2880 x 1800) 120Hz Laptop - AMD Ryzen 7 7840U - Windows 11
16GB RAM 1TB SSD 14-ey0095cl",Unknown,False,7
"Lenovo V15 G3 Home & Business Laptop (Intel i5-1235U 10-Core, 16GB RAM, 512GB PCIe SSD, Intel UHD, 15.6"" 60 Hz Full HD (1920x1080), Wifi, Bluetooth, Webcam, Iron Grey, Win 11 Pro)",Unknown,False,7
"Refurbished Dell Precision 7510 Core i7 6820HQ (2.70 GHz), 1TB SSD, 16GB Memory, 2GB Nvidia 15.6"" FHD Windows 10 Pro 64-Bit Laptop Notebook",Unknown,False,7
"HP Pavilion 15.6"" Touchscreen Laptop - AMD Ryzen 7 5825U - 1080p - Windows 11 Notebook 15-eh2085cl 16GB RAM 512GB SSD",Unknown,False,7
"ASUS Vivobook Laptop 14"" Full HD Intel core 12th Gen  i3-1215U 16GB RAM 512GB SSD Intel Iris Xe Graphics HDMI 1.4 USB-C 3.2 Bluetooth, Wi-Fi 6E Windows 11 Pro Blue",Unknown,False,7
"HP 17.3"" FHD(1920x1080) Laptop | Intel Core i3-1215U | Intel UHD Graphics | WIFI | Bluebooth |  16GB RAM  | 256GB SSD  | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Essential Laptop, 15.6 FHD Touchscreen, AMD Ryzen 7 5700U Processor, 16GB RAM, 1TB SSD, Webcam, SD Card Reader, Numeric Keypad, HDMI, Wi-Fi, Windows 11 Pro, Silver",Unknown,False,7
"ASUS Laptop VivoBook AMD Ryzen 5 3500U 8GB Memory 256 GB SSD AMD Radeon Vega 8 15.6"" Windows 10 Home 64-bit F512DA-EB51",Unknown,False,7
"Lenovo V15 G4 Laptop, 15.6"" FHD Display, Intel Core i5-13420H Upto 4.6GHz, 8GB RAM, 256GB SSD, Windows 11 Home",Unknown,False,7
"Lenovo Newest Laptop, 15.6"" FHD Display, Intel Core i5-13420H (Beat i7-1355U), 16GB RAM, 1TB SSD, HDMI, RJ45, Webcam, Numeric Keypad, Wi-Fi, Windows 11 Pro, Black",Unknown,False,7
"HP 17.3"" Full HD Laptop, Intel Core i3-1215U Processor, 16GB RAM, 1TB PCIe SSD, Intel UHD Graphics, Numeric Keypad, 720p HD Webcam, Windows 11 Pro, Natural Silver, 32GB Hotface USB Card",Unknown,False,7
"HP Envy  2-in-1 Convertible 15.6"" Touch Screen Laptop | AMD Ryzen 5 7530U | AMD Radeon Graphics |  16GB RAM  | 512GB SSD  | Backlit Keyboard |  Windows 11 Home | Bundle with Stylus Pen",Unknown,False,7
"HP 17t -cn300-767K Home & Business Laptop (Intel i5-1335U 10-Core, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe, 17.3"" 60 Hz Touch HD+ (1600x900), Fingerprint, Wifi, Bluetooth, Backlit KB, Win 11 Home)",Unknown,True,7
"Lenovo ThinkPad X13 Gen 2 Home & Business Laptop (Intel i5-1135G7 4-Core, 16GB RAM, 2TB PCIe SSD, Intel Iris Xe, 13.3"" 60 Hz Touch Wide UXGA (1920x1200), Fingerprint, Wifi, Bluetooth, Win 11 Pro)",Unknown,True,7
"HP high-performance 17.3"" IPS FHD Laptop,Intel Core i5-1335U,intel Iris Xe Graphics,Wi-Fi 6 and Bluetooth 5.3, Windows 11 Pro,16 GB RAM 1 TB SSD,Silver",Unknown,False,7
"HP 15-dy2073dx Home & Business Laptop (Intel i7-1165G7 4-Core, 15.6"" 60Hz Touch Full HD (1920x1080), Intel Iris Xe, 32GB RAM, 1TB PCIe SSD, Wifi, HDMI, Webcam, Bluetooth, SD Card, Win 10 Pro)",Unknown,False,7
"Open Box ASUS Vivobook 15 Slim Laptop, 15.6” FHD Display, Intel Core i5-12500H CPU, Intel Iris Xe graphics, 16GB RAM, 512GB SSD, Windows 11 Home, Quiet Blue, F1502ZA-NB54",Unknown,False,7
"Dell Inspiron 15 3520 15.6"" Touchscreen FHD WVA Laptop (Intel i5-1155G7, 16GB RAM, 512GB SSD, Intel Iris Xe, AC WiFi, Bluetooth 5.0, SD Reader, Webcam, Carbon Black, Win 11 Pro)",Unknown,False,7
"Acer Nitro 5 Gaming laptop, 12th Gen Intel Core i5-12500H 12-Cores Processor, RTX 3050 Ti 4GB Graphics, 32GB DDR4  1TB PCIe SSD, 15.6"" FHD 144Hz IPS Display, WiFi6 Backlit Keyboard, Windows 10",Unknown,False,7
"ASUS Vivobook Laptop 14"" Full HD Intel core 12th Gen  i3-1215U 16GB RAM 2TB SSD Intel Iris Xe Graphics HDMI 1.4 USB-C 3.2 Bluetooth, Wi-Fi 6E Windows 11 Home Blue",Unknown,False,7
"Dell Inspiron 3530 15.6"" FHD Touch Laptop,Intel Core i7-1355U,Intel Iris Xe Graphics,Wi-Fi6 and Bluetooth 5.3,32 GB RAM|1 TB SSD,Windows11 Pro,Carbon Black",Unknown,False,7
"HP EliteBook 640 G10 Home & Business Laptop (Intel i5-1335U 10-Core, 32GB RAM, 1TB PCIe SSD, 14.0"" 60 Hz Touch Full HD (1920x1080), Wifi, Bluetooth, Webcam, Silver, Win 11 Pro)",Unknown,False,7
"Dell Latitude 3540 Business Laptop 15.6"" IPS FHD Display (Intel Core i5-1335U 10-Core, 16GB RAM, 256GB PCIe SSD, Intel UHD, Backlit Keyboard, WiFi 6E, Bluetooth 5.3, FHD Webcam, Win 11 Pro)",Unknown,False,7
"HP 17 Business Laptop, 17.3"" FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 16GB RAM, 1TB NVMe SSD, HDMI, Wi-Fi, Bluetooth, Backlit Keyboard Windows 11 Home/Lone Star Computer Mouse Pad",Unknown,False,7
"Microsoft Surface Laptop Studio Intel Core i5-11300H 16GB Memory 256 GB SSD Intel Iris Xe Graphics 14.4"" Touchscreen 2400 x 1600 Convertible 2-in-1 Laptop Windows 10 Pro TNX-00026",Unknown,False,7
HP Laptop Intel Core i5-1235U 16GB Memory 256 GB NVMe SSD Intel Iris Xe Graphics Windows 11 Pro 64-bit 15-FD0185NR,Unknown,False,7
"HP 15 Laptop, 15.6"" HD Touchscreen, Intel Core i3-1115G4 Processor, Intel UHD Graphics, 16GB DDR4  1TB PCIe SSD, Webcam, HDMI, Wi-Fi, Windows 10 Pro",Unknown,False,7
"Dell Inspiron 3520 15.6"" Full HD LED Laptop,12th Gen Intel Core i7-1255U 8-Core Processor,64GB DDR4 RAM,512GB SSD, Intel Iris Xe Graphics,Wifi-AX,Bluetooth,HDMI, Windows 11 Pro",Unknown,False,7
"Lenovo Laptop ThinkPad L13 Gen 2 (Intel) Intel Core i5-1135G7 8GB Memory 256 GB PCIe SSD Intel Iris Xe Graphics 13.3"" Windows 11 Pro 64-bit 20VH0063US",Unknown,False,7
"Newest Dell Inspiron 15 i3511 15.6 FHD Touchscreen Premium Laptop, 11th Gen Intel 4-Core i5-1135G7 upto 4.2GHz, 16GB RAM, 1TB PCIe SSD, Intel UHD Graphics, Windows 11 Home",Unknown,False,7
"Lenov Yoga 2 IN 1 14"" 2K Touchscreen Laptop | AMD Ryzen 5 8640HS(Beat i7-1355U) | AMD Radeon Graphics | Backlit | Fingerprint | 8GB RAM DDR5 | 512GB SSD | Windows 11 Home | Bundle with Stylus Pen",Unknown,True,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 32GB RAM DDR5 | 1024GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 8GB RAM DDR5 | 512GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 16GB RAM DDR5 | 512GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 16GB RAM DDR5 | 1024GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 32GB RAM DDR5 | 2TB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 8GB RAM DDR5 | 2TB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 8GB RAM DDR5 | 1024GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"ASUS Zenbook 15 Daily Laptop, 15.6"" FHD 1920*1080, AMD Ryzen 7 7735U, AMD Radeon Graphics, 16GB Onboard RAM Only, 1TB SSD, Wi-Fi 6, Non-RGB Backlit Keyboard, Windows 11 Home, Blue",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 32GB RAM DDR5 | 512GB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"HP Victus 15.6"" FHD 144HZ Gaming Laptop | AMD Ryzen 5-7535HS (Beat i7-11800H) | AMD Radeon RX 6550M|Backlit keyboard| 16GB RAM DDR5 | 2TB SSD | Windows 11 Home | Bundle with USB 3.0 Hub",Unknown,False,7
"Dell Inspiron 15 3000 Series 3520 Laptop, 15.6"" FHD Touchscreen, 12th Gen Intel Core i7-1255U, 64GB RAM, 2TB PCIe SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Black",Unknown,False,7
"HP Pavilion x360 2-in-1 14 laptop, Intel Core 4-Cores i5-1135G7(Beats i7-1065G7), Intel Iris Xe Graphics, 32GB DDR4  512GB PCIe SSD, 14"" FHD Touchscreen, WiFi, Bluetooth, HDMI, Webcam, Windows 11 Pro",Unknown,False,7
"HP 17 Laptop, 17.3"" HD+ (1600 x 900) Display, 11th Generation Intel Core i5-1135G7 4-Cores, Intel Iris Xe Graphics, 16GB DDR4  256GB PCIe SSD,  Backlit Keyboard, Windows 10 Pro",Unknown,False,7
"New Dell Inspiron Laptop 15.6"" Full HD Touch Screen Intel core i5-1135G7 32GB DDR4 RAM 1TB NVMe SSD 1TB HDD Windows 11 Home Black",Unknown,False,7
"HP 17-cn0023dx Home & Business Laptop (Intel i5-1135G7 4-Core, 17.3"" 60Hz Full HD (1920x1080), Intel Iris Xe, 16GB RAM, 512GB PCIe SSD, Wifi, USB 3.2, HDMI, Webcam, Bluetooth, Win 11 Pro)",Unknown,False,7
"Lenovo Ideapad 3i 15.6"" FHD Touchscreen Laptop (Intel i3-1115G4, 16GB RAM, 256GB PCIe SSD, Intel UHD, WiFi 6, Bluetooth 5.2, HD Webcam, SD Reader, Win 11 Pro)",Unknown,False,7
"ASUS VivoBook 14 Business Laptop 14"" FHD Anti-glare Intel Hexa-core i3-1215U 16GB DDR4 512GB SSD USB-C Privacy Webcam SonicMaster Win11 Blue",Unknown,False,7
"HP 2024 15.6"" FHD Business Laptop, AMD Ryzen 7 7730U, 32GB RAM, 1TB PCIe SSD, Numeric Keypad, Webcam, Wi-Fi 6, HDMI, Windows 11 Pro, Black",Unknown,False,7
"2023 Newest Lenovo IdeaPad 3 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7 Processor, 8GB Memory, 256GB PCIe SSD, Fingerprint Reader, Backlit Keyboard, Wi-Fi 6, Windows 10 Home, Grey",Unknown,True,7
"HP Essential 17t Laptop, 17.3"" HD+ Touchscreen, Intel Core i5-1335U, 32GB RAM, 1TB SSD, Webcam, FP Reader, Backlit KB, HDMI, Wi-Fi 6, Windows 11 Home, Pale Rose Gold",Unknown,False,7
"Lenovo ThinkPad E16 Business Laptop 16.0"" IPS FHD + WVA Display (10-Core, Intel i7-1355U, 40GB RAM, 512GB M.2 M.2 PCIe SSD, Backlit KYB, FP Reader, Thunderbolt 4, WiFi 6, Win 11 Pro)",Unknown,False,7
"HP EliteBook 845 G7 14.0"" FHD 60Hz IPS WLED Display Laptop (AMD Ryzen 5 PRO 4650U 6-Core, FP, WiFi, AMD Radeon, 16GB RAM, 1TB PCIe SSD, Backlit KB, Wifi, USB 3.2, HDMI, Win 10 Pro) w/ Wifi Dongle, Hub",Unknown,False,7
"LENOVO IdeaPad Gaming 3 15.6"" FHD 120Hz Laptop, AMD Ryzen 5 5600H, 16GB RAM, 1TB SSD, NVIDIA GeForce GTX 1650 4GB DDR6, Backlit Keyboard, Wi-Fi, Bluetooth, Black, Win 11 Pro, 32GB Hotface USB Card",Unknown,False,7
"Refurbished Lenovo Grade A ThinkPad T460 Laptop - Intel Core i5 6th Gen 6200U (2.30 GHz) 16GB Memory NEW 480GB SSD 14.0"" WebCam Windows 10 Pro 64-Bit",Unknown,False,7
